web-scraper-order,web-scraper-start-url,Product_Name,Product_Price,Product_Sold
"1713627386-514","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charger 6937 Samsung A20S Original New Tested Charging Cas","Rp18.600","111 Terjual"
"1713627386-515","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass A5s Oppo Bening Pelindung Layar Screen Guard","Rp8.600","44 Terjual"
"1713627386-516","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF Shannon5500 Samsung S10 Shannon 5500","Rp48.600","4 Terjual"
"1713627386-517","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Fast Charging CPD2 U6200 Original New Tested","Rp37.300","7 Terjual"
"1713627386-518","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Realme 5i Original Socket Connector Batere Battery","Rp13.600","4 Terjual"
"1713627386-519","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Wifi WCN3615 2VV Samsung A20S Original New Tested WCN 3615","Rp43.300","35 Terjual"
"1713627386-520","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Infinix Note 12 Pro X676 Flexible Ui Board Charging","Rp26.600","5 Terjual"
"1713627386-521","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off A20s Samsung Original Flex Switch Power Tombol","Rp8.500","21 Terjual"
"1713627386-522","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Redmi Note 10 5G Flex Switch Power Volume Xiaomi","Rp11.600","11 Terjual"
"1713627386-523","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Samsung M10 A10 M20 M30 Original Switch Power Volume Flex","Rp12.600","161 Terjual"
"1713627386-524","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Samsung A51 Connector Battery A515","Rp16.800","13 Terjual"
"1713627386-525","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja S22 Plus Ultra Samsung Port Usb Ces Charging Only","Rp22.100","22 Terjual"
"1713627386-526","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging Sn2600b2 u3300 XR Xs Max Original New Tested Cas Ces Charger SN 2600B2","Rp25.600","656 Terjual"
"1713627386-527","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Touchscreen LM3373 U5600 Original New Tested LM 3373 Touch","Rp46.300","15 Terjual"
"1713627386-528","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas Eta6953 Redmi 9C Original New Tested Charging Eta 6953 Xiaomi","Rp21.200","373 Terjual"
"1713627386-529","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Amaoe Cetakan Sdm7225 MT6769V Mi13 Original BGA IC PM4250 SDR735","Rp48.600","147 Terjual"
"1713627386-530","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA W33232 Samsung A52 4G A525F Original New Tested  W 33232","Rp26.600","13 Terjual"
"1713627386-531","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Amaoe Sdm439 MQ 2 Cetakan Original Jepang Kualitas Terbaik Dunia","Rp52.200","320 Terjual"
"1713627386-532","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Backdoor Redmi Note 8 Xiaomi Tutup Back Case Door","Rp44.300","15 Terjual"
"1713627386-533","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Oppo A16 Original Lensa Camera Bawaan Lens Lense Lapisan","Rp13.500","48 Terjual"
"1713627386-534","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF VC7643 Poco F3 VC7643-63 Original New Tested VC 7643","Rp36.600","91 Terjual"
"1713627386-535","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan Nand DDR SSD2 Amaoe Original BGA 291 316 272 152 178","Rp52.200","24 Terjual"
"1713627386-536","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Y20 Vivo Kaca Touchscreen LCD Layar Sentuh","Rp18.600","325 Terjual"
"1713627386-537","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Touchscreen Mi5X A1 Xiaomi Layar Sentuh Touch Screen","Rp28.600","17 Terjual"
"1713627386-538","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja Ip 6 Charger Connector Ces Port Usb Plug in Only","Rp6.600","66 Terjual"
"1713627386-539","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Slot Sim Tray Redmi Note 3 Pro Xiaomi SimTray Gold","Rp11.200","3 Terjual"
"1713627386-540","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Board Infinix Zero X Pro X6811 Fleksibel Mainboard Flexible Sub","Rp56.500","52 Terjual"
"1713627386-541","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja Oppo A51 A51W Connector Charger Mirror 5 Usb Port Charging Only","Rp1.600","1,9RB Terjual"
"1713627386-542","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Pa Sky 13745-21 Original Samsung Sky13745-21","Rp26.600","25 Terjual"
"1713627386-543","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan SM8350 MT6799 Ram Mq4 Amaoe Original BGA Stencil","Rp53.600","118 Terjual"
"1713627386-544","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Ragum Penjepit PCB Black Series Kuat Kualitas Mantap","Rp33.600","64 Terjual"
"1713627386-545","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA 77360-2 Original New Tested 77360 Sky","Rp36.600","19 Terjual"
"1713627386-546","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Display 5109 Original New Tested Bukan Sm5109 Light","Rp28.400","233 Terjual"
"1713627386-547","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Samsung J5 J510 J710 Original Tombol Power Switch","Rp8.600","55 Terjual"
"1713627386-548","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Poco M3 Pro 5G Fast Charging Board Flexible Ces Charger","Rp73.600","3 Terjual"
"1713627386-549","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Volume Redmi Note 10 Original Flex On Off Power Switch","Rp11.200","8 Terjual"
"1713627386-550","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF SDR868 008 lp 13 Pro Max SDR868 Baseband Sinyal","Rp63.300","11 Terjual"
"1713627386-551","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas BB 9800 Blackberry Connector Charger","Rp1.400","549 Terjual"
"1713627386-552","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Slot Simtray Realme 5i Original Sim Lock Tempat Tray","Rp12.600","7 Terjual"
"1713627386-553","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzer Redmi Note 10 Pro Original New Loudspeaker Music Buzzer Speaker Xiaomi","Rp38.600","17 Terjual"
"1713627386-554","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power MT6735V Original New Tested MT6735 MT 6735 6735V","Rp68.000","6 Terjual"
"1713627386-555","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kawat Pemisah Lcd 0.05 MM Sunshine Original Benang Pelepas Lcd Touch","Rp22.600","312 Terjual"
"1713627386-556","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzer Fullset Samsung A04S A047 Buzzer Loudspeaker Dering Musik","Rp36.400","6 Terjual"
"1713627386-557","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Slot Simtray Oppo A1K Original Sim Lock Tempat Tray","Rp12.600","5 Terjual"
"1713627386-558","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan WSR1 SDR660 SDR8150 SDR735 Amaoe Bga Stencil Original","Rp55.200","89 Terjual"
"1713627386-559","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Papan Cas Redmi 6 6A Flexible Charger Xiaomi Fleksibel Ces Board Flexibel Charging","Rp12.200","280 Terjual"
"1713627386-560","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex On Off Samsung Tab A7 Lite T225 Fleksibel Power Switch Volume","Rp16.600","4 Terjual"
"1713627386-561","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC CPU MT6739V Samsung M02 Original New Tested MT 6739V-N Mediatek","Rp177.600","1 Terjual"
"1713627386-562","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio Cs35L40 Samsung S10 Galaxy Cs 35L40","Rp56.600","19 Terjual"
"1713627386-563","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC CPU SM8250 102-AA Qualcomm 8250 SM","Rp344.500","31 Terjual"
"1713627386-564","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Isi 50 Pcs Lem Oca Kering 7.0 Harga 1 Bag Kualitas Original","Rp322.100Rp366.200-12%","126 Terjual"
"1713627386-565","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Cas A02s Samsung Papan Flex Charging Konektor Fleksibel Ui Board","Rp55.600","2 Terjual"
"1713627386-566","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Redmi Note 9 Xiaomi Connector Charging Papan Ui Board Flexible Fleksibel Flex","Rp33.600","27 Terjual"
"1713627386-567","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass Realme C20 C21 Bening Pelindung Layar Screen Guard Clear","Rp8.600","29 Terjual"
"1713627386-568","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas Bq24190 Original New Tested Charging Charger Ces Bq 24190","Rp56.600","78 Terjual"
"1713627386-569","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF VC7916-35 Redmi 10 Original New Tested VC7916 35 PA Xiaomi","Rp35.500","18 Terjual"
"1713627386-570","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzer Redmi Note 9 Original New Loudspeaker Music Buzzer Speaker","Rp46.500","84 Terjual"
"1713627386-571","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Nand 64GB Iph X 8 8G 11 New 64 GB","Rp93.600","21 Terjual"
"1713627386-572","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas U2 1616A0 13 Mini Pro Max 1616AO Original New Tested Charging","Rp56.500","29 Terjual"
"1713627386-573","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja JBL Flip 3 Original Connector Charger Port Usb Only","Rp14.400","102 Terjual"
"1713627386-574","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC 6712M-51 Original New Tested AP6712M-51 Ap6712m","Rp43.300","3 Terjual"
"1713627386-575","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Redmi Note 5A Xiaomi Flex Sub Board","Rp18.200","9 Terjual"
"1713627386-576","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzer Fullset Infinix Hot 12 Play X6816 Buzzer Loudspeaker Musik","Rp28.400","11 Terjual"
"1713627386-577","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Redmi 5A Fleksibel Main Sub Flex Xiaomi","Rp17.200","5 Terjual"
"1713627386-578","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Oppo A15 A15S Fleksibel Penghubung Sub Flex Main","Rp18.600","17 Terjual"
"1713627386-579","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off A83 Oppo Original Switch Tombol Power","Rp7.700","81 Terjual"
"1713627386-580","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass A71 Samsung Bening Pelindung Layar Screen Guard Clear","Rp8.600","10 Terjual"
"1713627386-581","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass Y91 Y95 Vivo Bening Pelindung Layar Screen Guard Clear","Rp8.600","104 Terjual"
"1713627386-582","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charger BQ27426 Redmi Note 5A Cas Original Tested Xiaomi Bq 27426 Ces","Rp33.600","83 Terjual"
"1713627386-583","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor LCD Oppo A37 Neo 9 Original Connector Socket Soket Layar","Rp15.500","40 Terjual"
"1713627386-584","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Camera SN 61280D Original New Tested","Rp24.400","19 Terjual"
"1713627386-585","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Lcd J530 J5 Pro Samsung Original Socket Connector di Mesin","Rp18.600","43 Terjual"
"1713627386-586","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Za550Kl Tombol Volume Power Asus Zenfone Live L1 X00Rd","Rp14.600","46 Terjual"
"1713627386-587","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Lampu AL62 Realme C1 Original AL 62 Light Display","Rp15.500","143 Terjual"
"1713627386-588","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca X680 Infinix Hot 9 Play Touchscreen LCD Kaca Touch","Rp18.600","231 Terjual"
"1713627386-589","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Lampu 6343B Oppo F5 Original New Tested Light Display","Rp17.600","62 Terjual"
"1713627386-590","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Wifi 339s00577 lp XR Original New Tested 00577","Rp126.500","14 Terjual"
"1713627386-591","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Y53s Vivo Original Lensa Camera Belakang Lens","Rp11.200","1 Terjual"
"1713627386-592","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex On Off Samsung A03 Core Fleksibel Power Switch Tombol Volume","Rp13.600","6 Terjual"
"1713627386-593","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan Mi12 Ram Cpu Sm8250 Amaoe Original Bga Stencil","Rp52.200","176 Terjual"
"1713627386-594","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Mi8 Mi9 Mi11 Mi 8 9 11 Lite Xiaomi Kaca Touchscreen LCD Layar Sentuh Touch","Rp18.600","108 Terjual"
"1713627386-595","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzer Fullset Samsung A04 A045F Buzzer Loudspeaker Dering Musik","Rp43.300","21 Terjual"
"1713627386-596","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzer Fullset Samsung A03s Buzzer Loudspeaker Dering Musik","Rp28.600","4 Terjual"
"1713627386-597","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging MIS0A Samsung Note 10 MISOA Chip Cas","Rp53.600","2 Terjual"
"1713627386-598","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan SM6225 Amaoe Original BGA SM 6225 Stencil","Rp55.600","58 Terjual"
"1713627386-599","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar Oppo A52 Volume Original Button Vol Outside","Rp14.400","19 Terjual"
"1713627386-600","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Pa Qm78012 Mi Mix 2S Original New Tested Qorvo Qm 78012","Rp38.200","5 Terjual"
"1713627386-601","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Camera Sn 61280E U3100 Original New Tested","Rp36.200","70 Terjual"
"1713627386-602","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas BQ25968 Poco M3 Original New Tested Charging BQ 25968","Rp86.600","58 Terjual"
"1713627386-603","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC CPU Sdm845 F02-AA Poco F1 Mi8 Original New Tested SDM 845","Rp286.600","20 Terjual"
"1713627386-604","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Rf 56028 Vivo Y20 Y12i Y51A Original New Tested Qm56028 Pa QM","Rp36.200","236 Terjual"
"1713627386-605","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Vivo Y12 Original Battery Connector Batere","Rp13.600","212 Terjual"
"1713627386-606","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor LCD Infinix Hot 9 Play Socket Connector Soket X680 Layar","Rp22.100","101 Terjual"
"1713627386-607","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Original Papan Cas Vivo Y93 Y95 Flex Charging Board Charger","Rp35.400","78 Terjual"
"1713627386-608","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Wifi Wcn3980 00B Redmi Note 5 Pro Mi6X A2 Original New Tested WCN 3980","Rp65.200","57 Terjual"
"1713627386-609","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Samsung M51 M515F Flexible Charger Board Charging","Rp86.600","44 Terjual"
"1713627386-610","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF MT6186W Original New Tested MT 6186W","Rp43.300","5 Terjual"
"1713627386-611","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Cas Vivo Y53 Flex Charger Fleksibel Charging Ces","Rp26.200","88 Terjual"
"1713627386-612","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Oppo Reno 8T Lensa Camera Lens Belakang","Rp12.400","15 Terjual"
"1713627386-613","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Wifi UMW2652 Realme C35 Original New Tested UMW 2652","Rp56.600","55 Terjual"
"1713627386-614","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Touchscreen Oppo A37 Layar Sentuh Touch","Rp22.300","62 Terjual"
"1713627386-615","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca X650 Hot 8 Infinix Kaca Touchscreen LCD Layar Sentuh","Rp20.900","95 Terjual"
"1713627386-616","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Socket Konektor Flexible Oppo A15 A15S Fpc Di Mesin Soket Fleksibel","Rp18.500","119 Terjual"
"1713627386-617","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai A5S Oppo Original Battery Connector Socket","Rp18.600","23 Terjual"
"1713627386-618","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan MT6781V Amaoe Original BGA Stencil 6781V","Rp56.600","94 Terjual"
"1713627386-619","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off K6 Note Lenovo Tombol Volume Power Switch Original Flex","Rp13.600","30 Terjual"
"1713627386-620","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging Sm5703 Samsung J5 Charger Cas Ces SM 5703","Rp33.600","172 Terjual"
"1713627386-621","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Baseband Pmd9645 9645 ip 7 7 Plus Original New Tested","Rp76.300","240 Terjual"
"1713627386-622","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan Mi17 MT6877V MT6893Z RAM556 Original Amaoe BGA Stencil","Rp54.300","52 Terjual"
"1713627386-623","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Lampu YZ Oppo A9 2020 Original New Tested 15 Pin","Rp26.600","1 Terjual"
"1713627386-624","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor LCD M10 Samsung Original Connector Socket Layar Soket","Rp22.500","12 Terjual"
"1713627386-625","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai A52 Oppo Original Socket Connector Batere Battery","Rp17.600","4 Terjual"
"1713627386-626","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca J6 Plus Samsung Kaca Touchscreen LCD Layar Sentuh Touch","Rp18.600","70 Terjual"
"1713627386-627","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Volume Samsung A22 4G A225F Flexible Switch Fleksibel","Rp12.200","2 Terjual"
"1713627386-628","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Lcd Xiaomi Mi 11T Pro Flexible Penghubung Fleksibel Layar","Rp45.500","8 Terjual"
"1713627386-629","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Redmi 5 Fleksibel Main Sub Flex Xiaomi","Rp17.200","2 Terjual"
"1713627386-630","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC CPU MT6781V Redmi Note 11 Pro Poco M4 Pro Original MT6781V CD","Rp322.100","4 Terjual"
"1713627386-631","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Mic Iph 6 6S Plus Microphone Inners","Rp5.300","12 Terjual"
"1713627386-632","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Samsung A04 A045F Flexible Charging Board Fleksibel PCB","Rp63.300","10 Terjual"
"1713627386-633","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power PM6250 102 Redmi Note 9 Pro Original New Tested Xiaomi","Rp98.600","233 Terjual"
"1713627386-634","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Sm8350 Smb1396 Amaoe Mi14 Original Cetakan Ic BGA CPU Ram 8350","Rp55.600","65 Terjual"
"1713627386-635","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Oppo A3s A5s A12 A15 A5 A33 A52 A53 F5 F7 F9 F11 Pro Kaca Touchscreen LCD Layar Sentuh Touch Depan","Rp18.200Rp18.600-2%","2,7RB Terjual"
"1713627386-636","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas A52 A92 4G Oppo Connector Charger Ces Charging Flexible","Rp36.600","8 Terjual"
"1713627386-637","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio TFA9891 Xiaomi Mi5S Original New Tested TFA 9891","Rp26.200","97 Terjual"
"1713627386-638","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan PM4250 MT6359VPP MP2 Amaoe Original Bga Stencil MT6365VMW","Rp56.200","12 Terjual"
"1713627386-639","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC U23 Backlight Lampu Display Ip 5 5c 5s 6 6 Plus DY  Original","Rp33.000","23 Terjual"
"1713627386-640","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Sky77365-11 77365-11 Rf PA Samsung S9 Original New Tested","Rp36.500","26 Terjual"
"1713627386-641","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Pa J51 Original New Tested Rf Twfa Sinyal","Rp56.600","24 Terjual"
"1713627386-642","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass Oppo F7 Bening Pelindung Layar Screen Guard Clear","Rp8.600","28 Terjual"
"1713627386-643","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Samsung A10 Tombol Volume Original Switch Power","Rp12.200","23 Terjual"
"1713627386-644","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja Zenfone 4 GO X014D Original Connector Ces Charger","Rp2.200","883 Terjual"
"1713627386-645","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Switch On Off Sony Xperia Swith Power Volume Original Button Suit","Rp1.700","1,6RB Terjual"
"1713627386-646","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF 77824-11 Vivo V9 Original New Tested 77824","Rp36.400","15 Terjual"
"1713627386-647","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Touchscreen Redmi 4x Xiaomi Layar Sentuh Touch","Rp23.800","37 Terjual"
"1713627386-648","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF VC7916-62 Original New Tested VC7916 62","Rp38.300","35 Terjual"
"1713627386-649","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Redmi 5A Original Battery Connector Xiaomi","Rp11.600","26 Terjual"
"1713627386-650","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai lp 7G 7 Plus Original Connector Battery Di Mesin","Rp17.300","11 Terjual"
"1713627386-651","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Pmic Small Power 6840 PMB6840 Ip 11 Pro Original New Tested","Rp24.400","13 Terjual"
"1713627386-652","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging 1P 7M 7G Infinix Hot 10 Original Cas Charger 30 Pin","Rp26.200","95 Terjual"
"1713627386-653","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Camera PB03 PBA3 Samsung S20 Plus Original New Tested  S2MPB03 PBO3","Rp43.600","34 Terjual"
"1713627386-654","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas BB 9900 Connector Charger Blackberry","Rp1.100","3,6RB Terjual"
"1713627386-655","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Realme 8 Kaca Touchscreen LCD Layar Sentuh Touch","Rp18.600","161 Terjual"
"1713627386-656","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexibel Volume Redmi Note 11 5G Flex Switch Vol Xiaomi Fleksibel","Rp13.600","1 Terjual"
"1713627386-657","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Samsung A11 M11 A115F M115F Soket Connector Socket Batere Di Mesin","Rp14.600","64 Terjual"
"1713627386-658","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Mata Solder Bengkok Runcing Mechanic 900M-T-VS","Rp47.600","11 Terjual"
"1713627386-659","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass Realme 7i Bening Pelindung Layar Screen Guard Clear","Rp8.600","11 Terjual"
"1713627386-660","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF QM78013 Mi8 Xiaomi Original New Tested Qorvo QM 78013","Rp38.600","33 Terjual"
"1713627386-661","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Ic Charging Small 68827 lp 7G 7 Plus Original New Tested Cas Charger","Rp24.300","74 Terjual"
"1713627386-662","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas 9468B3 Samsung Note 20 Original Tested Charging Ces","Rp43.500","200 Terjual"
"1713627386-663","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass A51 Samsung Bening Pelindung Layar Screen Guard Clear","Rp8.600","12 Terjual"
"1713627386-664","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power HI6421 V710 Huawei Mate 20 Pro Hi 6421","Rp63.600","3 Terjual"
"1713627386-665","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF 77786-1 Original New Tested 77786 1 PA","Rp23.300","14 Terjual"
"1713627386-666","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass Poco X3 Anti Gores Bening Pelindung Layar Clear","Rp8.600","22 Terjual"
"1713627386-667","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Oppo A55 Lensa Camera Lens Belakang Bukan Tempered Glass","Rp13.300","15 Terjual"
